,users,values,time
176,10,36.0,14:30:37
177,10,30.3,14:30:42
178,10,33.5,14:30:47
179,10,36.1,14:30:52
180,10,37.7,14:30:57
181,10,38.6,14:31:02
182,10,39.9,14:31:07
183,10,37.1,14:31:12
184,10,33.6,14:31:17
185,10,30.5,14:31:22
186,10,29.8,14:31:27
187,10,32.3,14:31:32
188,10,35.1,14:31:37
189,10,38.8,14:31:42
190,10,36.5,14:31:47
191,10,36.4,14:31:52
192,10,31.6,14:31:57
193,10,34.2,14:32:02
194,10,32.7,14:32:07
195,10,30.5,14:32:12
196,10,29.7,14:32:17
197,10,33.3,14:32:22
198,10,33.6,14:32:27
199,10,29.0,14:32:32
200,10,31.2,14:32:37
201,10,36.4,14:32:42
202,10,36.6,14:32:47
203,10,34.2,14:32:52
204,10,36.1,14:32:57
205,10,36.9,14:33:02
206,10,32.7,14:33:07
207,10,28.7,14:33:12
208,10,31.8,14:33:17
209,10,32.5,14:33:22
210,10,33.5,14:33:27
211,10,29.2,14:33:32
212,10,26.2,14:33:37
213,10,32.8,14:33:42
214,10,34.0,14:33:47
215,10,33.2,14:33:52
216,10,31.5,14:33:57
217,10,28.8,14:34:02
218,10,27.9,14:34:07
219,10,27.1,14:34:12
220,10,30.3,14:34:17
221,10,33.2,14:34:22
222,10,34.2,14:34:27
223,10,32.8,14:34:32
224,10,33.5,14:34:37
225,10,38.6,14:34:42
226,10,36.3,14:34:47
227,10,37.1,14:34:52
228,10,37.2,14:34:57
229,10,33.4,14:35:02
230,10,34.9,14:35:07
231,10,32.6,14:35:12
232,10,33.1,14:35:17
233,10,33.8,14:35:22
234,10,29.8,14:35:27
235,10,30.6,14:35:32
236,10,31.4,14:35:37
237,10,30.6,14:35:42
238,10,33.5,14:35:47
239,10,35.4,14:35:52
240,10,36.3,14:35:57
241,10,36.3,14:36:02
242,10,36.2,14:36:07
243,10,35.9,14:36:12
244,10,33.8,14:36:17
245,10,32.6,14:36:22
246,10,31.0,14:36:27
247,10,31.7,14:36:32
248,10,34.3,14:36:37
249,10,31.5,14:36:42
250,10,28.1,14:36:47
251,10,27.8,14:36:52
252,10,29.5,14:36:57
253,10,31.7,14:37:02
254,10,32.8,14:37:07
255,10,34.4,14:37:12
256,10,32.9,14:37:17
257,10,34.1,14:37:22
258,10,29.3,14:37:27
259,10,29.6,14:37:32
260,10,37.6,14:37:37
261,10,33.7,14:37:42
262,10,29.7,14:37:47
263,10,29.7,14:37:52
264,10,33.2,14:37:57
265,10,34.5,14:38:02
266,10,36.8,14:38:07
267,10,37.1,14:38:12
268,10,33.8,14:38:17
269,10,37.7,14:38:22
270,10,40.5,14:38:27
271,10,39.6,14:38:32
272,10,37.1,14:38:37
273,10,35.0,14:38:42
274,10,32.3,14:38:47
275,10,28.9,14:38:52
276,10,27.9,14:38:57
277,10,32.8,14:39:02
278,10,38.9,14:39:07
279,10,33.8,14:39:12
280,10,33.9,14:39:17
281,10,36.6,14:39:22
282,10,32.0,14:39:27
283,10,32.5,14:39:32
284,10,35.6,14:39:37
285,10,37.7,14:39:42
286,10,39.3,14:39:47
287,10,35.7,14:39:52
288,10,34.8,14:39:57
289,10,36.3,14:40:02
290,10,31.2,14:40:07
291,10,31.3,14:40:12
292,10,32.7,14:40:17
293,10,36.9,14:40:22
294,10,36.6,14:40:27
295,10,36.5,14:40:32
296,10,39.0,14:40:37
297,10,37.7,14:40:42
298,10,36.1,14:40:47
299,10,36.0,14:40:52
300,10,34.0,14:40:57
301,10,32.4,14:41:02
302,10,34.5,14:41:07
303,10,36.0,14:41:12
304,10,33.1,14:41:17
305,10,28.7,14:41:22
306,10,28.2,14:41:27
307,10,28.2,14:41:32
308,10,34.2,14:41:37
309,10,39.1,14:41:42
310,10,38.2,14:41:47
311,10,37.1,14:41:52
312,10,30.4,14:41:57
313,10,25.7,14:42:02
314,10,26.6,14:42:07
315,10,32.6,14:42:12
316,10,29.8,14:42:17
317,10,34.2,14:42:22
318,10,37.9,14:42:27
319,10,32.9,14:42:32
320,10,32.6,14:42:37
321,10,33.7,14:42:42
322,10,33.3,14:42:47
323,10,32.9,14:42:52
324,10,35.7,14:42:57
325,10,37.9,14:43:02
326,10,36.5,14:43:07
327,10,35.1,14:43:12
328,10,34.0,14:43:17
329,10,32.8,14:43:22
330,10,31.3,14:43:27
331,10,28.7,14:43:32
332,10,25.6,14:43:37
333,10,35.8,14:43:42
334,10,38.4,14:43:47
335,10,32.2,14:43:52
336,10,31.1,14:43:57
337,10,32.4,14:44:02
338,10,34.1,14:44:07
339,10,28.6,14:44:12
340,10,27.5,14:44:17
341,10,23.6,14:44:22
342,10,31.0,14:44:27
343,10,34.7,14:44:32
344,10,34.7,14:44:37
345,10,32.6,14:44:42
346,10,34.4,14:44:47
347,10,32.9,14:44:52
348,10,36.3,14:44:57
349,10,38.5,14:45:02
350,10,34.0,14:45:07
351,10,33.1,14:45:12
352,10,33.7,14:45:17
353,10,36.1,14:45:22
354,10,33.7,14:45:27
355,10,34.7,14:45:32
356,10,35.2,14:45:37
357,10,35.9,14:45:42
358,10,34.2,14:45:47
359,10,30.9,14:45:52
360,10,38.1,14:45:57
361,10,36.4,14:46:02
362,10,35.1,14:46:07
363,10,33.6,14:46:12
364,10,31.6,14:46:17
365,10,33.5,14:46:22
366,10,34.5,14:46:27
367,10,36.4,14:46:32
368,10,36.4,14:46:37
369,10,34.7,14:46:42
370,10,36.4,14:46:47
371,10,34.0,14:46:52
372,10,35.1,14:46:57
373,10,33.1,14:47:02
374,10,36.4,14:47:07
375,10,34.2,14:47:12
376,10,36.0,14:47:17
377,10,37.8,14:47:22
378,10,37.8,14:47:27
379,10,39.6,14:47:32
380,10,38.6,14:47:37
381,10,37.3,14:47:42
382,10,32.5,14:47:47
383,10,26.9,14:47:52
384,10,35.6,14:47:57
385,10,36.2,14:48:02
386,10,37.9,14:48:07
387,10,39.4,14:48:12
388,10,34.4,14:48:17
389,10,33.2,14:48:22
390,10,31.1,14:48:27
391,10,32.2,14:48:32
392,10,36.8,14:48:37
393,10,32.7,14:48:42
394,10,33.1,14:48:47
395,10,31.2,14:48:52
396,10,35.1,14:48:57
397,10,34.8,14:49:02
398,10,35.1,14:49:07
399,10,37.2,14:49:12
400,10,38.1,14:49:17
401,10,36.4,14:49:22
402,10,32.9,14:49:27
403,10,31.0,14:49:32
404,10,34.9,14:49:37
405,10,38.6,14:49:42
406,10,37.9,14:49:47
407,10,34.1,14:49:52
408,10,30.7,14:49:57
409,10,29.2,14:50:02
410,10,34.5,14:50:07
411,10,30.1,14:50:12
412,10,29.1,14:50:17
413,10,34.2,14:50:22
414,10,36.1,14:50:27
415,10,37.7,14:50:32
416,10,34.2,14:50:37
417,10,32.5,14:50:42
418,10,35.0,14:50:47
419,10,35.6,14:50:52
420,10,27.4,14:50:57
421,10,29.5,14:51:02
422,10,37.4,14:51:07
423,10,37.9,14:51:12
424,10,36.9,14:51:17
425,10,35.4,14:51:22
426,10,34.8,14:51:27
427,10,36.8,14:51:32
428,10,36.6,14:51:37
429,10,31.3,14:51:42
430,10,29.4,14:51:47
431,10,36.8,14:51:52
432,10,38.8,14:51:57
433,10,39.4,14:52:02
434,10,39.9,14:52:07
435,10,36.9,14:52:12
436,10,34.3,14:52:17
437,10,26.9,14:52:22
438,10,31.2,14:52:27
439,10,35.6,14:52:32
440,10,37.0,14:52:37
441,10,37.0,14:52:42
442,10,35.0,14:52:47
443,10,34.1,14:52:52
444,10,32.7,14:52:57
445,10,34.6,14:53:02
446,10,36.1,14:53:07
447,10,36.8,14:53:12
448,10,36.1,14:53:17
449,10,36.5,14:53:22
450,10,33.5,14:53:27
451,10,33.4,14:53:32
452,10,36.9,14:53:37
453,10,33.2,14:53:42
454,10,32.5,14:53:47
455,10,32.3,14:53:52
456,10,30.1,14:53:57
457,10,33.6,14:54:02
458,10,38.8,14:54:07
459,10,41.5,14:54:12
460,10,38.3,14:54:17
461,10,37.0,14:54:22
462,10,30.8,14:54:27
463,10,31.4,14:54:33
464,10,32.1,14:54:38
465,10,36.5,14:54:43
466,10,38.8,14:54:48
467,10,36.9,14:54:53
468,10,36.4,14:54:58
469,10,34.5,14:55:03
470,10,35.3,14:55:08
471,10,38.9,14:55:13
472,10,38.0,14:55:18
473,10,32.9,14:55:23
474,10,35.2,14:55:28
475,10,33.4,14:55:33
476,10,29.3,14:55:38
477,10,30.1,14:55:43
478,10,28.5,14:55:48
479,10,33.9,14:55:53
480,10,38.4,14:55:58
481,10,37.4,14:56:03
482,10,34.9,14:56:08
483,10,31.3,14:56:13
484,10,29.4,14:56:18
485,10,32.8,14:56:23
486,10,32.1,14:56:28
487,10,29.3,14:56:33
488,10,28.9,14:56:38
489,10,34.3,14:56:43
490,10,33.7,14:56:48
491,10,34.0,14:56:53
492,10,28.9,14:56:58
493,10,30.3,14:57:03
494,10,30.9,14:57:08
495,10,34.3,14:57:13
496,10,33.1,14:57:18
497,10,33.1,14:57:23
498,10,32.3,14:57:28
499,10,30.0,14:57:33
500,10,30.3,14:57:38
501,10,32.6,14:57:43
502,10,34.1,14:57:48
503,10,33.9,14:57:53
504,10,37.1,14:57:58
505,10,38.1,14:58:03
506,10,30.4,14:58:08
507,10,33.1,14:58:13
508,10,37.6,14:58:18
509,10,37.3,14:58:23
510,10,32.4,14:58:28
511,10,30.3,14:58:33
512,10,33.8,14:58:38
513,10,34.2,14:58:43
514,10,32.8,14:58:48
515,10,36.2,14:58:53
516,10,36.8,14:58:58
517,10,34.2,14:59:03
518,10,34.7,14:59:08
519,10,38.1,14:59:13
520,10,36.5,14:59:18
521,10,29.1,14:59:23
522,10,26.5,14:59:28
523,10,31.9,14:59:33
524,10,36.5,14:59:38
525,10,29.1,14:59:43
526,10,29.7,14:59:48
527,10,31.9,14:59:53
528,10,34.5,14:59:58
529,10,35.5,15:00:03
530,10,29.8,15:00:08
531,10,29.0,15:00:13
532,10,32.6,15:00:18
533,10,30.1,15:00:23
534,10,31.8,15:00:28
535,10,29.8,15:00:33
536,10,32.4,15:00:38
